id,text,author_id,location,referenced_tweets,source,language,created_at,attachments
1223544560623570944,U have fallen to super low levels that u are motivating public to do such things. #mentalhealth #KunalKamra https://t.co/JTAnvskdZA,141496664,"Mumbai, India",,Twitter for iPhone,en,2020-02-01 09:52:10+00:00,
1223515094044168192,"कोई बताएगा #UnionBudget #बजट2020 में 60000 Cr में #Mentalhealth को कितना मिला? 
What's the share of mental health on total #Health budget?

#BudgetSession2020 #UnionBudget #UnionBudget2020 
#janjankabudget https://t.co/jj2ocWvmn1",1678403144,"Jaipur, India",,Twitter for Android,und,2020-02-01 07:55:04+00:00,
1223484719486029824,"What can be more depressing than repeatedly hearing ""Better luck next time"" @GooglePayIndia ? Better stop offering coupons #MentalHealth #NoCoupons :P :P :P",94743206,Alwarthirunagar,,Twitter for Android,en,2020-02-01 05:54:23+00:00,
1223293801554268160,"#Amazon #business #health #fitness #food #vegan #diet #organic #free #shipping #deals #healthcare #mentalhealth #India
#IndiaVSNewZEaland
#weightlossjourney #weightwatchers #superfood #rt 
 Anjeer Dried Figs Premium AAA 200gms, for ₹639.00 via @amazon  https://t.co/bIqvElbKGR https://t.co/fcV8LMeUFt",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-31 17:15:44+00:00,
1223260519466848257,"Life is an unprecedented adventure, guys. You never know what’s coming for you. If you are going through a tough time, hold on. TRUST ME. It’s going to get better. It will hurt. But it will heal. YOU CAN HEAL FROM A TRAUMA. HEALING TAKES TIME. 
#Mentalhealth 🌸 https://t.co/xBqLQO1Pcx",109892153,"Bengaluru, India",,Twitter for iPhone,en,2020-01-31 15:03:29+00:00,
1223175552091115520,@NinaKler @nsitharaman @SheThePeople Count me in.. would love to help in raising #MentalHealthAwareness #Mentalhealth #MentalHealthMatters,47083884,"Varanasi, India",,Twitter for iPad,en,2020-01-31 09:25:51+00:00,
1223171564243341315,@NinaKler @nsitharaman @SheThePeople Very nice post Nina. Couldn’t have been more timely. #MentalHealth ain’t just an urban problem/phenomenon - the bigger challenge IMO is how to raise awareness and provide access in rural and semi urban areas. #depression,47083884,"Varanasi, India",,Twitter for iPad,en,2020-01-31 09:10:01+00:00,
1223086722998665216,"#LoveIsland #Amazon #business #health #fitness #food #vegan #diet #organic #free #shipping #deals #healthcare #mentalhealth #HealthyEating #healthy #rt #nuts #FridayThoughts #FridayMotivation
Premium Chilgoza Pine Nuts/Seeds Kernels AAA 200gms via @amazon  https://t.co/a4Extio8r2 https://t.co/ohn7iBzGmA",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-31 03:32:53+00:00,
1222918846094487552,"Kids with 3 hours of screen time grow up less active

#kids #children #child #mobilephone #mobileaddiction #psychology #mentalhealth https://t.co/QYeePW9Qid",752345469507006464,"New Delhi, India",,Twitter for Android,en,2020-01-30 16:25:48+00:00,
1222846788773670912,Today Bell will donate 5¢ towards #mentalhealth initiatives for each use of #BellLetsTalk.,600929523,"New Delhi, India",,Twitter for iPhone,en,2020-01-30 11:39:28+00:00,
1222812676239347712,"It was a great experience participating in the India Scotland Mental Health Conclave. Mutual exchange of ideas and expertise between Indian #mentalhealth &amp; @rcpsych. Thanks Prof Desai, @ompsychiatrist &amp; team #IHBAS. https://t.co/4hniAfSd9r",104476935,"New Delhi, India",,Twitter for Android,en,2020-01-30 09:23:55+00:00,
1222806809548705792,"What sets NTDs apart is how they disfigure, disable &amp; blind people. In many parts of the world, this means facing stigma, discrimination &amp; social exclusion, which take a severe toll on #mentalhealth. #BeatNTDs #WorldNTDDay @mangalpandeybjp @IndiaWillEndLF @GHS @sanjayjavin https://t.co/oWVSSbIObA",1135503797025828864,"Mughalsarai, India",,Twitter for Android,en,2020-01-30 09:00:36+00:00,
1222706798458736640,@vinayaknipun Best wishes sir. I hope in your stewardship we will have the necessary reforms to ensure better medical education for #mentalhealth /#addictions. Gross mismatch between public health importance of these and the level of training doctors get.,104476935,"New Delhi, India",,Twitter for Android,en,2020-01-30 02:23:12+00:00,
1222531268211904513,Today Bell will donate 5¢ towards #mentalhealth initiatives for each use of #BellLetsTalk. Sage Sushruta has included concept of Happy soul and mind in the definition of Swastha i.e. Health. Physical health and Mental Health should be given equal importance. #Ayurveda,184750268,"Udgir, India",,Twitter for Android,en,2020-01-29 14:45:42+00:00,
1222512925954465793,Jan 29 marks #BellLetsTalk day to start conversation about mental health. I want to give special shout out to @Bell_LetsTalk for being leader to promote #MentalHealthAwareness. Let’s work together to make everyday as The day to talk about #Mentalhealth as #MentalHealthMatters. https://t.co/xe2uerH8jE,882295588003467264,"Chandigarh, India",,Twitter for iPhone,en,2020-01-29 13:32:49+00:00,
1222505841032478721,"People need to be sensitized through awareness programs and seminars when it comes to #Mentalhealth #MentalHealthAwareness #MentalHealthMatters 
We at @OneLife_global do that rigourously. Do connect",103529446,"Bhubaneshwar, India",,Twitter for Android,en,2020-01-29 13:04:40+00:00,
1222426038963179520,Being relentlessly optimistic....#narcissist #positivievibes #wednesdaywisdom #inspiration #happiness #instaclick #instagood #mindfulness #mentalhealth #lawofattraction #quotesforlife #kalagurumusicfestival… https://t.co/HOBvYBBQBY,309131585,"Tangla, India",,Instagram,en,2020-01-29 07:47:33+00:00,
1222423945984532480,"Follow indianfemfit @khyatipraveen for Fitness and Diet Motivation.

#indianfemfit #khyatiratan 
#selflove #selfcare #love #loveyourself #motivation #mentalhealth #healing #inspiration #positivevibes #meditation… https://t.co/3qWj8du6tS",235531227,"Mumbai, India",,Instagram,en,2020-01-29 07:39:14+00:00,
1222383088447016960,All these #Mentalhealth issues clearly seen and still can't be handled in the rights way and they become the leaders around and for safety from a comedian the organisation barred him from flying #BoycottAirIndia #boycottindigo6E they openly undignified the #justice https://t.co/p61NvB5D2w,936172905536163840,"Mumbai, India",,Twitter for iPhone,en,2020-01-29 04:56:53+00:00,
1222361127591514112,"Leaving studying to the last minute puts the brain, and the human being, under an intense amount of anxiety and stress!
Hence, adopting effective planning techniques keep you on the right track!

#SynapseMindCare  #MentalHealth #Wellbeing #ChildPsychiatrist #Examstress https://t.co/1n6jynxEsR",861615644,"Dattapur Dhamangaon, India",,Twitter for Android,en,2020-01-29 03:29:37+00:00,
1222234006772576258,"The difference between Existence and Living is simply travelling and exploring, what lies inside, needs to be explored, what is readily available is inevitably still...  #astrology #mentalhealth #healing #meditation #mindfulness #leadership #yoga #vedicastrologer  #inspiration # https://t.co/u6Ot2aDpiq",540167541,"Udaipur, India",,Twitter for iPhone,en,2020-01-28 19:04:29+00:00,
1222167655307628545,"Dear tweeple, I'm just 11 followers away from the magic number of 1000.
Please help a #mentalhealth /#addiction / #Psychiatry professional reach this milestone. 🙏",104476935,"New Delhi, India",,Twitter for Android,en,2020-01-28 14:40:50+00:00,
1222111165930786816,"Post# 9
Friendships play extremely important role in lives of CWSN. Friends are the ones who empathize, help, do masti &amp; are always there. 
This is big factor playing role in their #mentalhealth #lifeskills #personalsafety #roadsafety #learning #bullyingfreeenvironment #health https://t.co/WsYuOJZE0X",996632424812556288,"Surat, India",,Twitter for Android,en,2020-01-28 10:56:22+00:00,
1222053720776638464,"#TruthFul #Tuesday #MentalHealth
.
However, If I look back at 2019, I was ÜBER Messy and Unorganized! This Year, I'm STILL Messy and Unorganized, Just Not Über, Hahaha!
.
#MapMyRide Helped Me Track ALL My Cycling… https://t.co/viAdjgYfaD",1170208920121434112,"Bengaluru, India",,Instagram,en,2020-01-28 07:08:06+00:00,
1221863808827871233,"#power of #ayurveda 
#ayurvedaforlife
#bams 
#healthylifestyle 
#healing 
#mentalhealth 
#mentalhealthawareness 
#ayurvedacare 
#delhiblogger 
#healthblogger 
#nutritionist 
#nutritioncoach 
#selfloverecovery 
#mbbs… https://t.co/6yekSlVES1",275188353,"New Delhi, India",,Instagram,und,2020-01-27 18:33:27+00:00,
1221745901502373889,"True for you?

#healthandwellness #mentalhealth #healthiswealth #healthyliving #healthatwork #healthyworkplace #mentalhealthatwork @ Worli Seaface https://t.co/3AZExStsZD",1145566938598215683,"Mumbai, India",,Instagram,en,2020-01-27 10:44:56+00:00,
1221706552953856000,"Round table discussion!
In Euro International School, Airoli

#mentalhealth
#mentalhealthawareness 
#psychologist
#psychologistlife https://t.co/wRalJJj62Y",1087336385093066752,"Mumbai, India",,Twitter for Android,en,2020-01-27 08:08:35+00:00,
1221675087016779777,"#MondayMotivaton
Glimpse of clowning at Chacha Nehru Bal Chikitsalaya, #children enjoying presence of #clowns. 

https://t.co/DyHqKARxKQ

#MondayMorning #hospitals #healthcare #stress #Mentalhealth #Wellbeing #happiness #playtherapy @RCH_India @HospitalArtemis @DelhiTherapy",1026171455350943744,"New Delhi, India",,Twitter for Android,en,2020-01-27 06:03:33+00:00,
1221509013373964289,"#RepublicDay2020 #India #Amazon
#life #fitness #mentalhealth #health #love #food #diet #lowcarb #NBA
#sport #India #Training #Delhi
#VandeMataram #Almond #Nuts #Raisins
Premium Quality Almonds Kagzi Jumbo 400gms, for ₹1,359.00 via @amazon  https://t.co/eBMlZfzg4Q https://t.co/ST0kkPlhZ9",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-26 19:03:37+00:00,
1221500945353207808,"We May hide as much as we want beyond the comfort of our corporate and not-so-corporate jobs, around and look within, mental health issues are creepily crawling into our lives whether we like it or not. It’s more rampant than Modi-Shah’s ludicrous statements.
#Mentalhealth",46641581,"Mumbai, India",,Twitter for iPhone,en,2020-01-26 18:31:34+00:00,
1221407976818454528,"From being open about her #mentalhealth, her offbeat journey from and MBA grad to social activist and danseuse, Dr Mallika Sarabhai was an absolute delight to listen to. Inspiring!
@IIMAhmedabad
@mallikasarabhai https://t.co/vri21dnJL1",1129658093564915712,IIM Ahmedabad,,Twitter for Android,en,2020-01-26 12:22:08+00:00,
1221266170193440769,#burnout #mentalhealth #fiscalhealth  1https://www.self.com/story/job-burnout,2267311,"Rajendra Nagar, India",,Twitter for Android,und,2020-01-26 02:58:39+00:00,
1221262416362835969,"Freedom is what makes people happy; physically, mentally, socially &amp; psychologically!
A very Happy Republic Day to everyone from Synapse Mindcare &amp; team!

#HappyRepublicDay #SynapseMindCare #Psychiatrist #MentalHealth #Wellbeing #ChildPsychiatrist https://t.co/AxApCtCes2",861615644,"Nagpur, India",,Twitter for Android,en,2020-01-26 02:43:44+00:00,
1221030687597387777,"Dance and laughter both are the best therapies. Live, Laugh and Dance. It will help you to get rid of depression. DEPRESSION is just not a word, its a challenge. Accept it and win it.
#mentalhealth #MentalHealthMatters RIP #SejalSharma #SuicideAwareness https://t.co/Lel3NfYGAl",970585308252192768,"New Delhi, India",,Twitter for Android,en,2020-01-25 11:22:56+00:00,
1220951339863281664,"#SuicidePrevention #mentalhealth is important. Please understand it your life is much more important than any problem. As say so solution of one problem is origin of another problem.
We should understand that. https://t.co/WMW826iCjO",970585308252192768,"New Delhi, India",,Twitter for Android,en,2020-01-25 06:07:38+00:00,
1220791881635913730,"If Mental Health and Wellness is on your mind, this event from @KSF_IN is where you should be on Saturday 25th January 2020.

The event happens at The Lalit between 4pm to 5:30pm and is access positive. 

#mentalhealth #mumbaipride #mumbaipride2020 #BringItOn https://t.co/ZNtSqjAVpV",59019388,"Mumbai, India",,Twitter for iPhone,en,2020-01-24 19:34:00+00:00,
1220740926282190848,By tackling #MentalHealth we’re harnessing the #PowerTo make a positive impact on the world. Thanks @BofA_News for keeping me informed on #WEF20.,2991435264,"Daskroi, India",,Twitter for Android,en,2020-01-24 16:11:31+00:00,
1220733900105764865,#Bunker #Bunkeron17Jan #antiwar #peacemovie #mentalhealth #soldiers #army #peopleschoice #pvr #reviews #publicreviews  #publiclove #Bengaluru #tseries #abhijeetsingh #jugalraja #bookyourtickets #booknow,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-24 15:43:36+00:00,
1220660113146433536,"Silence speaks louder than words. 🙏❤️🙏
#mentalhealth #meditation #silence #wellnessprogram #holistichealing #chainakarmakar #lifecoach #psychepower #energyhealing #wellbeing #mindfulness @ Bangalore, India https://t.co/CykOpVW1dl",3715672094,"Bengaluru, India",,Instagram,en,2020-01-24 10:50:24+00:00,
1220293797252255750,#Bunker #Bunkeron17Jan #antiwar #peacemovie #mentalhealth #soldiers #army #incinemastomorrow #pvr #tseries #abhijeetsingh #jugalraja #bookyourtickets #booknow,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-23 10:34:47+00:00,
1220287010969128963,"@deepikapadukone sharing her views and experience of mental health issues.
@TLLLFoundation @DrTedros @WHO #WEF2020 #healthyfutures #MentalHealthAwareness #MentalHealthMatters #mentalhealth #depression #DepressionIsReal @PMOIndia @goacm #bollywoodactress https://t.co/J7wBEBhevU",1028150778312241153,"Noida, India",,Twitter for Android,en,2020-01-23 10:07:49+00:00,
1220237162039263232,#Bunker #Bunker_themovie #antiwar #mentalhealth #peaceoverwar #contest #contestgiveaway #republicdaycontest #republicday2020 #republicday #republicday2020contest #republicdayquiz #contestalertindia #contestgram,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-23 06:49:44+00:00,
1220214261416263681,#Bunker #Bunkeron17Jan #antiwar #peacemovie #mentalhealth #soldiers #army #incinemastomorrow #pvr #tseries #abhijeetsingh #jugalraja #vijayraaz #voiceover #voiceofpeace  #bookyourtickets #booknow,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-23 05:18:45+00:00,
1220204452126187520,"#Millennials open to talking about taboo topics of #money, #mentalhealth —&gt; https://t.co/HNO0SqW4lo via @businessinsider 
#finance 
#FinancialWellbeing #MentalHealthMatters",1329297235,"Mumbai, India",,Twitter for iPhone,en,2020-01-23 04:39:46+00:00,
1220186120236888064,@deepikapadukone @DrTedros @TLLLFoundation @WHO This is an amazing step to help overcome #Mentalhealth issues,1484970248,"Gurgaon, India",,Twitter for Android,en,2020-01-23 03:26:55+00:00,
1219920257965608961,"Great conversation @DrTedros, putting #mentalhealth front and centre in the conversation around health and wellbeing. Thanks for leading the charge. https://t.co/yPBHngj3Z6",454800539,"Mumbai, India",,Twitter for iPhone,en,2020-01-22 09:50:29+00:00,
1219915116155719680,"Congratulations to @deepikapadukone and the great work she is leading, through the @TLLLFoundation, to raise awareness around #mentalhealth. Great to see @wef support this cause again at #Davos20. https://t.co/SlDbLY3MNQ",454800539,"Mumbai, India",,Twitter for iPhone,en,2020-01-22 09:30:03+00:00,
1219905380030898176,#Bunker #Bunkeron17Jan #antiwar #peacemovie #mentalhealth #soldiers #army #incinemastomorrow #pvr #tseries #abhijeetsingh #jugalraja #vijayraaz #voiceover #voiceofpeace  #bookyourtickets #BookNow,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-22 08:51:22+00:00,
1219707650310430720,"#MentalHealthAwareness #MentalHealth
#WEF20 #SuicidePrevention #SuicideAwareness #DepressionIsReal #depressionfeelslike #depression #MentalHealthMatters #MentalHealthMonday #MentalHealthIsReal #Mentalhealth #AnxietyFeelsLike #womenleaders #DeepikaPadukone https://t.co/CPDfzyZlDf",1128607349319487489,"Rajendra Nagar, India",,Twitter for Android,qme,2020-01-21 19:45:39+00:00,
1219685662862934016,"To talk of #depression as a celebrity and mainstream #Mentalhealth is brave and commendable. Have praised #DeepikaPadukone for it: https://t.co/ZdCjubYXZ1). But to make a habit out of it may not be...erm.,healthy  https://t.co/pzljxIhQiG    @psychiatrycal? #Davos2020 #Davos",47083884,"Kolkata, India",,Twitter for iPad,en,2020-01-21 18:18:17+00:00,
1219676554898231296,"Follow @vbkhare 
#mentality #mentalhealth #psychology #deppressionedits #deppresion #anxiety #anxietyrelief #pain #mentalhealthawareness #alzheimers #alzheimersawareness #psychologyfacts #schizophrenia #dementia… https://t.co/rqAnfJk4s5",345124039,"Murwara, India",,Instagram,en,2020-01-21 17:42:05+00:00,
1219660046189113345,@majorgauravarya @rajnathsingh @DefenceMinIndia @adgpi Being a psychologist myself and having a circle of veterans i strongly agree PTSD should be taken seriously and more experts must be asked for help. #mentalhealth,1114548308821680128,"Madhya Pradesh, India",,Twitter for Android,en,2020-01-21 16:36:29+00:00,
1219651864808976384,"Invited by #News11Bharat in panel discussion to discuss about exam stress
#ParikshaPeCharchaWithPMModi 
#ParikshaParcharcha 
#Exampressure
#Mentalhealth 
#ChildrensMentalHealthWeek 
#stressmanagement
@news11bharat https://t.co/uYGbmHKn3X",1026132876608200704,"Ranchi, India",,Twitter for Android,en,2020-01-21 16:03:59+00:00,
1219645198017290242,"Oo yes you are!!! 🤩🤩 
#TuesdayThoughts #Mentalhealth #motivation #quote #MotivationalQuotes https://t.co/kZETFx8biP",1166380663303393280,"Varanasi, India",,Twitter for iPhone,en,2020-01-21 15:37:29+00:00,
1219645170481651713,Team @inBritish  and @UKinKolkata participated in the Walk for Mental Health hosted by the Indian Psychiatric Society. With @NickDLow at the helm of our group we helped spread the message of 'No health without mental health'. #mentalhealth #Wellbeing https://t.co/4WZ49r0Ige,52974663,"Kolkata, India",,Twitter for Android,en,2020-01-21 15:37:23+00:00,
1219628300399792128,"Watched an excellent @wef session on #mentalhealth by @deepikapadukone. Our mental/emotional wellness is so very important like physical health. Better to open up, overcome the stigma and seek professional counselling/advice. Support from immediate family members is a MUST. @WHO",463553347,"New Delhi, India",,Twitter for iPhone,en,2020-01-21 14:30:21+00:00,
1219612115327045633,"@deepikapadukone was honoured for her contribution in the field of #mentalhealth  at the World Economic Forum, organised in #davos . The actress received the #crystal #award  the audience cheered for her. https://t.co/Z4irUnCX6a",91088043,"Nadiad, India",,Twitter for Android,en,2020-01-21 13:26:02+00:00,
1219598405728518144,A student paper at CNSI 2020 intl conf highlights the National #MentalHealth Survey 2015-16 that 1 in 20 over the age of 18 has or have had #mental health issues in India. https://t.co/QkPh8qH9EZ,20698669,Gujarat forensic sciences university,,Twitter for Android,en,2020-01-21 12:31:33+00:00,
1219500192921088001,"The more you feel you have healed the surroundings remind you no you haven’t! Hence, be mindful and practice empathy in your conversations to understand what might invoke a feeling someone wanted buried. #Mentalhealth",2894064019,"Haveli, India",,Twitter for iPhone,en,2020-01-21 06:01:17+00:00,
1219486087854166016,#Bunker #Bunkeron17Jan #antiwar #peacemovie #mentalhealth #soldiers #army #incinemastomorrow #pvr #tseries #abhijeetsingh #jugalraja #bookyourtickets #BookNow,1198893026686296064,"Mumbai, India",,Twitter for Android,qht,2020-01-21 05:05:14+00:00,
1219330138061430784,#faith #Mentalhealth #courage  @celinedion @Sia @samsmith https://t.co/etCczBIpLE,38123919,"New Delhi, India",,Twitter for iPhone,qme,2020-01-20 18:45:33+00:00,
1219207227174723584,"Symptoms of Irritable bowel syndrome aren’t always persistent but making simple dietary changes can go a long way in curing cramps, abdominal pain and constipation.

#Healthy2020 #Health #StayHealthy #DailyTips #Orthopedics #Neurology #Rehabilitation #MentalHealth #Medicine https://t.co/4p9d1lqqX1",245259319,"New Delhi, India",,Twitter for Android,en,2020-01-20 10:37:09+00:00,
1219154043919974401,"Healing and reflective verses from my Kindle book - Iridescence.
https://t.co/0vppVgImje
#Mentalhealth #Wellbeing #MentalHealthMatters #sammysahni https://t.co/4Ks24oWeb4",36140415,"Hyderabad, India",,Twitter for iPhone,en,2020-01-20 07:05:49+00:00,
1218940829277937664,"@meltwith @TweetsAnup @thecorpcommguy @nirjhara @honeytech @dr_samirparikh @PRAXISInd @yashrajx @sscribbles @ArchanaMuthappa @hotwireglobal @BulldogReporter To be honest, treating d cause is a more  difficult task. Over competitiveness followed by fear of rejection get imbibed in us in our growing age, work jst aggravates it. It needs to be tackled simultaneously at multiple levels #Mentalhealth #mentalillness #MentalHealthAwareness",27308430,"New Delhi, India",,Twitter for Android,en,2020-01-19 16:58:35+00:00,
1218939572467355649,@TweetsAnup @meltwith @thecorpcommguy @nirjhara @honeytech @dr_samirparikh @PRAXISInd @yashrajx @sscribbles @ArchanaMuthappa @hotwireglobal @BulldogReporter @NandanaJames @Ink_BL @RakeshThukral @deepikapadukone @sanchx Indeed. It sums up the cause and the remedy. Conversations are crucial. And somewhere we should be made to realise rejections are normal and not final. #mentalillness #Mentalhealth,27308430,"New Delhi, India",,Twitter for Android,en,2020-01-19 16:53:35+00:00,
1218876209813082112,@ompsychiatrist @ancips2020 All #mentalhealth professionals attending #ANCIPS2020. Do join us for this workshop on Behavioral Addictions. https://t.co/kdGH96H0K8,104476935,"New Delhi, India",,Twitter for Android,en,2020-01-19 12:41:48+00:00,
1218810848665161728,"You've done this. You're strong. You're brave. Giving up is never an option, you are loved and supported☀️🌈🌻🌸

#SundayMotivation #selflove #motivation #Inspiration #ThinkBIGSundayWithMarsha #lifequotes #Mentalhealth #positivity #NeverGiveUp https://t.co/Eb90n6qrzU",1166380663303393280,"Varanasi, India",,Twitter for iPhone,en,2020-01-19 08:22:05+00:00,
1218805475375902721,"#Amazon #business #healthy #fitness #vegan #Mentalhealth #recipes #healthyfood #freeshipping #India #nuts #DELHI #Gorakhpur
#Mumbai #MumbaiMarathon 
#Kerala #Karnataka
Classic Iranian Pistachio Salted Pista King Size 400g, via @amazon  https://t.co/6uB0x19UlS https://t.co/DbIAD4MJ8C",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-19 08:00:44+00:00,
1218792125258555393,"A snippet of my latest video on mental health👇

#SundayThoughts
#TataMumbaiMarathon
#GodMorningSunday
#healthcare
#Mentalhealth
Visit https://t.co/PVWf7lsqLL for further info on health and fitness along with great affiliate products

https://t.co/cV82m5zMib",897003794101227520,"Kolkata, India",,Twitter for Android,en,2020-01-19 07:07:41+00:00,
1218727635745832960,#Mentalhealth https://t.co/txZkZ88Mla,366575283,"Chennai, India",,Twitter for Android,qme,2020-01-19 02:51:25+00:00,
1218594743719841793,True lights shine within! Follow your own heart! Never suffer from 'Herd' mentality to end up as 'also ran' #MentalHealth #MentalWellness #PendharkarNeuropsych @ Pendharkar NeuroPsych https://t.co/ATQspFl0Rx,4912093826,"Akola, India",,Instagram,en,2020-01-18 18:03:21+00:00,
1218464473406566405,"Mental health is real, please take care of yourself. 
                      #Mentalhealth
@ithinkthatway @coherentstates https://t.co/82NfaG7q4j",997214626466021376,AIIMS,,Twitter for Android,en,2020-01-18 09:25:43+00:00,
1218442877497270272,"7 ways ypu can improve your mental health. Link below👇
#Mentalhealth
#SaturdayThoughts
#SaturdayMotivation
#ShehnazGill
#SaturdayVibes

Visit https://t.co/PVWf7lsqLL for more updates👍👍👍😃

https://t.co/A6qewOmMQe",897003794101227520,"Kolkata, India",,Twitter for Android,en,2020-01-18 07:59:54+00:00,
1218039954871222272,Great initiative by the Rugby League to promote #mentalhealth. Good to see Prince Harry involved in supporting this important cause. https://t.co/jBAbM18BN2,454800539,"Mumbai, India",,Twitter for iPhone,en,2020-01-17 05:18:49+00:00,
1217983242256539648,The genie of studies on detrimental effects of screen time for children put down in this thread 👇🏼#screentime #mentalhealth #Intelligence https://t.co/8h4OxPKstA,42035165,"New Delhi, India",,Twitter for iPhone,en,2020-01-17 01:33:28+00:00,
1217784156723150848,"What I want from Budget 2020: A Swachh Bharat-type campaign for mental health awareness, more psychiatrists. #Budget2020 #Psychiatry #mentalhealth @mpowerminds https://t.co/fDm73iKuG2",1655636413,"Noida, India",,Twitter for Android,en,2020-01-16 12:22:22+00:00,
1217644060770369536,"#Amazon #business #HealthyNation #fitness #vegan #diet #organic #free #deals #mentalhealth #healthy #rt #Recipe #AmazonGreatIndianSale #DelhiElections2020 #Bangalore
#kids #MumbaiMike
#classic Kishmish Raisins Kandhari Sundekhani AAA 400gms, via @amazon  https://t.co/lfhhnqO0aj https://t.co/LNWA6XNxZC",972513052355686401,Spice Market,,Twitter for Android,hi,2020-01-16 03:05:41+00:00,
1217406589004668935,"How to Prevent and Battle Health Risks That Come with Financial Stress https://t.co/sJhbtRIPdG via @niharikaverma95

#financialstress #stress #stressmanagement #health #healthrisks #mentalhealth",745128123264425984,"Greater Noida, India",,Twitter for Android,en,2020-01-15 11:22:03+00:00,
1217379069341376512,"An Unexpected Outrage, a short story depicting our attitude towards social challenges https://t.co/cpnLEfqJAn

#shortstories #shortstory #beststory #mentalhealth #psychology #PsychologicalThriller",326801763,"Haveli, India",,Twitter for Android,en,2020-01-15 09:32:42+00:00,
1217368726330175490,"#Amazon #business #health #fitness #food #vegan #diet #organic #free #Shipping #Deals #Mentalhealth #AmazonSpinAndWin
#AmazonGreatIndianSale
#MasterPongal #MakaraSankranti
#makarsankranti2020
#PongalOPongal
Walnut Kernels Chilian AAA 400gms, via @amazon https://t.co/SBiaAgcKjn https://t.co/nlAPj1EoZl",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-15 08:51:36+00:00,
1217321401218027522,"How to talk to your child about ‘Cyber Bullying’ 
watch full video -&gt; https://t.co/VCxaevF3gQ

#jasminkumar #parentinganswersbyjasminkumar #cyberbullying #bullying #mentalhealth #childsafety #cybercrime #cybersafety #empoweredparentsforum #digitalsafety #educationtoday https://t.co/mGyF1bIUbu",1128161693383577600,"Noida, India",,Twitter for iPhone,en,2020-01-15 05:43:33+00:00,
1217167379903287296,"#Amazon #business #health #healthy #fitness #food #vegan #diet #organic #free #shipping #healthcare #Mentalhealth #Lohri #Recipe #MentalHealthAwareness
#HappyLohri #HappyMakarSankranti
World's Finest Chilgoza Pine Nuts/Seeds Kernels AAA 200gms via @amazon  https://t.co/a4Extio8r2 https://t.co/QrAYeaLs7t",972513052355686401,Spice Market,,Twitter for Android,en,2020-01-14 19:31:31+00:00,
1217108649786523649,"A message for so many of you..
.
.
#selfawareness #selflove #love #selfcare #mindfulness #inspiration #meditation #motivation #healing #life #mentalhealth #spirituality #awareness #selfworth #personalgrowth… https://t.co/yA0JIc2jBu",953872969,"Sholinganallur, India",,Instagram,en,2020-01-14 15:38:09+00:00,
1217026306996502528,@pixiegirle @RoySocMed @rcpsychHoPSIG @Mental_Elf @MarkOneinFour 1 in 4 have #mentalhealth problem and we must give top priority to #mentalhealth @subodhdave1 @wendyburn @rcpsych @AnantBhan @bipa_uk @drjaylott1 @NHSEngland @NHSLeadership,489371892,"Kovalam, India",,Twitter for Android,en,2020-01-14 10:10:57+00:00,
1216933616237727744,"“He Who Dies With The Most Toys is Still Dead..”
Reflect on this... 
#motivation #lifestyle #LiveYourLife #mindfulness #mentalhealth",882180457596461057,"Mumbai, India",,Twitter for iPhone,en,2020-01-14 04:02:38+00:00,
1216933125537714177,"#Amazon #business #healthy #fitness #vegan #healthcare #mentalhealth #gift #wedding #nutrition #diet #organic #free #shipping #deals #Oscars2020 #HappyLohri
#OscarNoms 
Abjosh Munakka Rasins Kandhari Premium Quality AAA 200gm, for ₹319.00 via @amazon  https://t.co/patyJbMQOc https://t.co/IXkBYPndI0",972513052355686401,Spice Market,,Twitter for Android,in,2020-01-14 04:00:41+00:00,
1216771293988548608,"An eye opener ,and a must read to understand the complex world of brain explained so well.
#brain #Mentalhealth #spectscan https://t.co/JjlK7jw8nU",1565350508,"Hyderabad, India",,Twitter for Android,en,2020-01-13 17:17:37+00:00,
1216737416402202624,"It's not your job to Detox Toxic People,
Your job is to detox the part of you that resonates with their toxicity.

#mentalhealth #MondayMotivation #MondayMood #Mumbai #mindset #surajparmar22",3305497660,Mumbai,,Twitter for Android,en,2020-01-13 15:03:00+00:00,
1216718175569465344,"@khanumarfa We will be dealing with everyone..Including you...Not to worry..
#NationFirst 
#mentalhealth 
#Kashmir 
@adgpi 
@washingtonpost 
@RajatSharmaLive 
@ArnabGoswamiRtv",3773944093,"Nashik, India",,Twitter for Android,en,2020-01-13 13:46:33+00:00,
1216672890193612800,A short clip from the panel on #SuicidePrevention at the annual conference of the Delhi Psychiatric Society yesterday. #MentalHealthAwareness #Mentalhealth #MentalHealthMatters https://t.co/CqHc6nLV0U,1035822811888148481,Roseate House,,Twitter for Android,en,2020-01-13 10:46:36+00:00,
